loannumber,loanamount,totaldue,termdays,days_to_approve,interest_amount,interest_rate,is_referred,approval_month,approval_year,bank_account_type,longitude_gps,latitude_gps,bank_name_clients,employment_status_clients,level_of_education_clients,age,prev_num_loans,prev_avg_loan_amount,prev_total_borrowed,prev_avg_totaldue,prev_avg_termdays,prev_max_loannumber,prev_avg_interest_rate,prev_avg_loan_duration,prev_late_payments,prev_late_payment_rate,prev_avg_days_to_repay,target
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,3.3781128,6.5096069,GT Bank,Permanent,,44.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,30.0,0.0,0.0,0.0,1
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,7.4735045,9.0113374,Zenith Bank,,,40.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,5.0,0.0,0.0,-25.0,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,3.38638,7.1638033,GT Bank,Permanent,,37.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,21.0,0.0,0.0,-11.0,0
9,30000.0,34500.0,30,0,4500.0,0.15,0,7,2017,Other,5.2231107,13.0662385,First Bank,Permanent,Graduate,50.0,8.0,16250.0,130000.0,19262.5,24.375,8.0,0.188125,21.0,0.0,0.0,-3.0,0
6,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Other,3.3866107,6.4745859,GT Bank,Permanent,,29.0,5.0,10000.0,50000.0,12400.0,24.0,5.0,0.24,19.2,1.0,0.2,-4.8,1
8,30000.0,34500.0,30,0,4500.0,0.15,0,7,2017,Savings,4.5931051,8.4854136,First Bank,Permanent,,32.0,7.0,15714.285714285714,110000.0,17700.0,17.142857142857142,7.0,0.13142857142857142,14.428571428571429,0.0,0.0,-2.857142857142857,0
5,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,Other,6.2659746,4.9365777,Diamond Bank,Permanent,Graduate,32.0,4.0,10000.0,40000.0,12250.0,22.5,4.0,0.225,36.25,3.0,0.75,13.25,0
4,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,,,,,,,,3.0,10000.0,30000.0,12500.0,25.0,3.0,0.25,33.666666666666664,3.0,1.0,8.333333333333334,1
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,7.0642505,6.2236508,Diamond Bank,Permanent,,24.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,35.0,1.0,1.0,4.0,1
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,3.5147187,6.6412196,GT Bank,Self-Employed,,43.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,47.0,1.0,1.0,15.0,1
8,30000.0,34500.0,30,0,4500.0,0.15,0,7,2017,Other,3.8940664,7.4473876,FCMB,Self-Employed,Secondary,40.0,7.0,17142.85714285714,120000.0,20800.0,30.0,7.0,0.23642857142857143,28.142857142857142,0.0,0.0,-1.5714285714285714,1
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,5.1736753,7.2089714,GT Bank,Student,,26.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,42.0,1.0,1.0,10.0,1
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,6.478157,7.1035434,Zenith Bank,Permanent,,39.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,31.0,0.0,0.0,0.0,1
3,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,3.882872,7.4382867,Wema Bank,Permanent,,40.0,2.0,10000.0,20000.0,12250.0,22.5,2.0,0.22499999999999998,20.5,1.0,0.5,-2.0,1
2,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,Savings,7.1213006,4.7956775,EcoBank,Permanent,Graduate,40.0,1.0,5000.0,5000.0,5750.0,30.0,1.0,0.15,18.0,0.0,0.0,-14.0,0
3,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,3.6182422,6.4738861,GT Bank,Permanent,Post-Graduate,32.0,2.0,10000.0,20000.0,12250.0,22.5,2.0,0.22499999999999998,20.5,0.0,0.0,-2.0,0
3,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Other,3.474824,6.4343964,Zenith Bank,Permanent,Graduate,39.0,2.0,10000.0,20000.0,13000.0,30.0,2.0,0.3,26.0,0.0,0.0,-4.5,0
11,30000.0,33000.0,30,0,3000.0,0.1,0,7,2017,Savings,7.4457414,8.9845605,Diamond Bank,Permanent,,25.0,10.0,19000.0,190000.0,22022.5,24.0,10.0,0.16458333333333333,21.2,1.0,0.1,-2.8,0
11,20000.0,24500.0,30,0,4500.0,0.225,0,7,2017,,,,,,,,10.0,15000.0,150000.0,17555.0,22.5,10.0,0.19525,36.2,4.0,0.4,13.6,0
13,40000.0,48000.0,60,0,8000.0,0.2,0,7,2017,Other,3.3144404,6.6769796,GT Bank,Permanent,,25.0,12.0,18583.333333333332,223000.0,21740.625,27.5,12.0,0.1703472222222222,25.0,2.0,0.16666666666666666,-2.6666666666666665,0
10,40000.0,48000.0,60,0,8000.0,0.2,0,7,2017,Other,3.4169414,6.4234449,Diamond Bank,Permanent,,38.0,9.0,21111.11111111111,190000.0,24822.222222222223,30.0,9.0,0.16777777777777778,28.22222222222222,4.0,0.4444444444444444,1.7777777777777777,0
5,10000.0,12250.0,30,0,2250.0,0.225,0,7,2017,Other,3.3413629,6.5618182,GT Bank,Self-Employed,Secondary,35.0,4.0,10000.0,40000.0,11875.0,22.5,4.0,0.1875,21.25,1.0,0.25,-1.0,0
2,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,Savings,7.6388622,9.0007978,Fidelity Bank,Permanent,,46.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,30.0,0.0,0.0,0.0,0
2,10000.0,13000.0,30,0,3000.0,0.3,1,7,2017,Savings,7.2496093,8.9665187,Diamond Bank,Permanent,,40.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,25.0,0.0,0.0,-6.0,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,3.2780108,6.6121573,Fidelity Bank,,,40.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,7.0,0.0,0.0,-22.0,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,3.2456347,6.5937024,First Bank,Permanent,,26.0,1.0,10000.0,10000.0,11500.0,15.0,1.0,0.15,7.0,0.0,0.0,-8.0,0
3,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Other,3.92971,7.3976684,GT Bank,,,32.0,2.0,10000.0,20000.0,13000.0,30.0,2.0,0.3,28.5,0.0,0.0,-1.0,0
4,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,Savings,3.4009947,6.4595274,Heritage Bank,,,34.0,3.0,10000.0,30000.0,11500.0,15.0,3.0,0.15,20.666666666666668,2.0,0.6666666666666666,4.333333333333333,0
2,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,Savings,3.4383217,7.1866583,GT Bank,,,33.0,1.0,10000.0,10000.0,11500.0,15.0,1.0,0.15,15.0,0.0,0.0,0.0,0
3,10000.0,11500.0,15,0,1500.0,0.15,1,7,2017,Savings,3.3154009,6.6376746,GT Bank,,,36.0,2.0,10000.0,20000.0,11500.0,15.0,2.0,0.15,20.5,1.0,0.5,5.5,1
3,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,,,,,,,,2.0,10000.0,20000.0,13000.0,30.0,2.0,0.3,34.0,1.0,0.5,2.0,0
2,10000.0,13000.0,30,0,3000.0,0.3,1,7,2017,Savings,5.7252383,4.505915,GT Bank,Permanent,,40.0,1.0,10000.0,10000.0,11500.0,15.0,1.0,0.15,12.0,0.0,0.0,-3.0,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,23.0,0.0,0.0,-6.0,1
9,30000.0,34500.0,30,0,4500.0,0.15,0,7,2017,,,,,,,,8.0,18750.0,150000.0,22187.5,28.125,8.0,0.209375,25.125,0.0,0.0,-2.75,1
4,20000.0,24500.0,30,0,4500.0,0.225,1,7,2017,Savings,3.3634443,6.6082675,GT Bank,Permanent,,38.0,3.0,10000.0,30000.0,12333.333333333334,25.0,3.0,0.2333333333333333,24.0,0.0,0.0,-1.0,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,7.4197283,9.11413,GT Bank,Permanent,,48.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,30.0,0.0,0.0,-2.0,1
4,20000.0,24500.0,30,0,4500.0,0.225,0,7,2017,Savings,3.1693374,6.4580185,GT Bank,Permanent,,36.0,3.0,10000.0,30000.0,13000.0,30.0,3.0,0.3,21.666666666666668,0.0,0.0,-8.666666666666666,0
4,20000.0,24500.0,30,0,4500.0,0.225,0,7,2017,,,,,,,,3.0,10000.0,30000.0,12500.0,25.0,3.0,0.25,12.666666666666666,0.0,0.0,-12.333333333333334,0
3,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Other,3.3611967,6.4868665,Zenith Bank,Permanent,,29.0,2.0,10000.0,20000.0,13000.0,30.0,2.0,0.3,35.5,2.0,1.0,5.0,0
4,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,,,,,,,,3.0,10000.0,30000.0,13000.0,30.0,3.0,0.3,32.666666666666664,2.0,0.6666666666666666,1.6666666666666667,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,7.3791755,10.5052245,EcoBank,Permanent,,30.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,28.0,0.0,0.0,-3.0,0
8,30000.0,39000.0,60,0,9000.0,0.3,0,7,2017,,,,,,,,7.0,17142.85714285714,120000.0,19885.714285714286,21.428571428571427,7.0,0.15857142857142856,18.0,0.0,0.0,-3.4285714285714284,0
18,50000.0,55000.0,60,0,5000.0,0.1,0,7,2017,Other,4.5932425,8.4654433,GT Bank,Student,Graduate,24.0,17.0,25588.235294117647,435000.0,28737.5,25.58823529411765,17.0,0.12426470588235293,19.647058823529413,5.0,0.29411764705882354,-4.0588235294117645,1
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,3.3343336,6.5223702,Union Bank,Permanent,,31.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,32.0,1.0,1.0,2.0,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,16.0,0.0,0.0,-14.0,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,3.3245183,6.6410667,Access Bank,Permanent,Graduate,28.0,1.0,10000.0,10000.0,11500.0,15.0,1.0,0.15,11.0,0.0,0.0,-3.0,0
6,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,Other,3.8745981,7.3224048,Skye Bank,Self-Employed,Graduate,23.0,5.0,12000.0,60000.0,14905.0,27.0,5.0,0.2455,32.4,2.0,0.4,5.4,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,3.2905898,6.6120747,EcoBank,Permanent,,26.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,16.0,0.0,0.0,-14.0,0
2,10000.0,13000.0,30,0,3000.0,0.3,1,7,2017,Savings,3.2754954,6.5948414,GT Bank,Permanent,,27.0,1.0,10000.0,10000.0,11500.0,15.0,1.0,0.15,12.0,0.0,0.0,-2.0,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,7.0015392,4.8157805,Diamond Bank,Permanent,,31.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,12.0,0.0,0.0,-18.0,0
5,20000.0,24500.0,30,0,4500.0,0.225,0,7,2017,Savings,3.3705654,6.6030812,UBA,Permanent,,34.0,4.0,10000.0,40000.0,11687.5,18.75,4.0,0.16875,16.0,1.0,0.25,-3.0,0
16,20000.0,24500.0,30,0,4500.0,0.225,0,7,2017,,,,,,,,15.0,13333.333333333334,200000.0,15313.333333333334,17.0,15.0,0.149,18.933333333333334,9.0,0.6,2.066666666666667,0
3,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,,,,,,,,2.0,10000.0,20000.0,13000.0,30.0,2.0,0.3,26.0,0.0,0.0,-4.0,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,6.3713092,4.9798162,Unity Bank,Permanent,,43.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,54.0,1.0,1.0,24.0,0
2,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,Savings,3.520406,6.6335109,GT Bank,Permanent,,30.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,32.0,1.0,1.0,1.0,1
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,3.3243535,6.5182374,GT Bank,,,48.0,1.0,10000.0,10000.0,11500.0,15.0,1.0,0.15,15.0,0.0,0.0,0.0,0
3,10000.0,13000.0,30,0,3000.0,0.3,1,7,2017,Savings,3.5826928,6.4858859,GT Bank,Permanent,,29.0,2.0,10000.0,20000.0,13000.0,30.0,2.0,0.3,23.5,0.0,0.0,-6.0,0
2,10000.0,13000.0,30,0,3000.0,0.3,1,7,2017,Savings,3.4045763,7.1807758,Stanbic IBTC,,,35.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,29.0,0.0,0.0,0.0,0
3,10000.0,11500.0,15,0,1500.0,0.15,1,7,2017,Savings,7.4886887,9.0104309,Zenith Bank,Permanent,,34.0,2.0,10000.0,20000.0,11500.0,15.0,2.0,0.15,15.0,0.0,0.0,-0.5,0
4,20000.0,24500.0,30,0,4500.0,0.225,0,7,2017,Savings,5.7872427,7.5262206,First Bank,Permanent,,29.0,3.0,10000.0,30000.0,13000.0,30.0,3.0,0.3,22.0,0.0,0.0,-8.666666666666666,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,28.0,0.0,0.0,-1.0,1
2,10000.0,13000.0,30,0,3000.0,0.3,1,7,2017,Savings,4.5851395,8.4470865,GT Bank,,,41.0,1.0,10000.0,10000.0,11500.0,15.0,1.0,0.15,0.0,0.0,0.0,-17.0,0
3,10000.0,13000.0,30,0,3000.0,0.3,1,7,2017,Savings,3.3134829,6.6161733,Zenith Bank,Permanent,,34.0,2.0,10000.0,20000.0,13000.0,30.0,2.0,0.3,30.0,0.0,0.0,0.0,1
2,10000.0,13000.0,30,0,3000.0,0.3,1,7,2017,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,24.0,0.0,0.0,-7.0,0
2,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,1.0,0.15,0.0,0.0,0.0,-15.0,0
4,20000.0,24500.0,30,0,4500.0,0.225,0,7,2017,,,,,,,,3.0,10000.0,30000.0,13000.0,30.0,3.0,0.3,29.0,0.0,0.0,-0.6666666666666666,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,3.8994237,7.5151017,GT Bank,Permanent,,40.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,41.0,1.0,1.0,8.0,0
4,15000.0,18375.0,30,0,3375.0,0.225,0,7,2017,Savings,6.6790383,12.16297,Diamond Bank,Permanent,,35.0,3.0,10000.0,30000.0,12500.0,25.0,3.0,0.25,20.0,0.0,0.0,-4.666666666666667,1
6,20000.0,24500.0,30,0,4500.0,0.225,0,7,2017,,,,,,,,5.0,14000.0,70000.0,17600.0,30.0,5.0,0.27,27.4,0.0,0.0,-3.0,0
2,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,27.0,0.0,0.0,-2.0,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,1.0,0.15,21.0,1.0,1.0,5.0,1
2,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,33.0,1.0,1.0,1.0,0
5,10000.0,12250.0,30,0,2250.0,0.225,0,7,2017,Savings,3.3531857,6.4815092,First Bank,Permanent,,28.0,4.0,12500.0,50000.0,15562.5,30.0,4.0,0.25,23.0,0.0,0.0,-8.25,0
15,40000.0,44000.0,30,0,4000.0,0.1,0,7,2017,Savings,7.0671256,5.4567781,Diamond Bank,Permanent,Graduate,38.0,14.0,24285.714285714286,340000.0,28442.85714285714,32.142857142857146,14.0,0.19642857142857142,28.785714285714285,1.0,0.07142857142857142,-1.2142857142857142,1
4,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,3.3836108,6.5926307,GT Bank,,,27.0,3.0,10000.0,30000.0,13000.0,30.0,3.0,0.3,36.333333333333336,2.0,0.6666666666666666,6.0,1
10,30000.0,34500.0,30,0,4500.0,0.15,0,7,2017,,,,,,,,9.0,16666.666666666668,150000.0,19888.88888888889,26.666666666666668,9.0,0.2111111111111111,18.0,1.0,0.1111111111111111,-8.88888888888889,1
8,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,,,,,,,,7.0,10000.0,70000.0,11500.0,15.0,7.0,0.15,25.0,7.0,1.0,9.714285714285714,1
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,7.5651808,9.0249811,GT Bank,Permanent,,39.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,32.0,1.0,1.0,2.0,1
6,20000.0,24500.0,30,0,4500.0,0.225,0,7,2017,Savings,3.9497481,7.4019511,First Bank,,,38.0,5.0,14000.0,70000.0,16860.0,24.0,5.0,0.20299999999999999,24.4,1.0,0.2,0.8,1
4,20000.0,24500.0,30,0,4500.0,0.225,0,7,2017,Savings,3.9144677,7.3799548,GT Bank,Permanent,,34.0,3.0,10333.333333333334,31000.0,12191.666666666666,20.0,3.0,0.1872222222222222,21.0,1.0,0.3333333333333333,0.6666666666666666,1
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,30.0,0.0,0.0,0.0,1
8,40000.0,48000.0,60,0,8000.0,0.2,0,7,2017,,,,,,,,7.0,22857.14285714286,160000.0,27857.14285714286,42.857142857142854,7.0,0.2319047619047619,38.0,0.0,0.0,-2.7142857142857144,0
12,40000.0,48000.0,60,0,8000.0,0.2,0,7,2017,Savings,7.0362342,5.7945182,FCMB,Self-Employed,Graduate,35.0,11.0,24090.909090909092,265000.0,29059.090909090908,40.90909090909091,11.0,0.22318181818181818,35.81818181818182,3.0,0.2727272727272727,-2.272727272727273,0
12,30000.0,34500.0,30,0,4500.0,0.15,0,7,2017,Other,3.2798974,6.5678238,GT Bank,Permanent,,34.0,11.0,20545.454545454544,226000.0,23254.545454545456,21.818181818181817,11.0,0.13393939393939394,21.363636363636363,2.0,0.18181818181818182,-1.0909090909090908,0
15,40000.0,44000.0,30,0,4000.0,0.1,0,7,2017,,,,,,,,14.0,24285.714285714286,340000.0,28660.714285714286,34.285714285714285,14.0,0.20297619047619048,29.142857142857142,1.0,0.07142857142857142,-3.5714285714285716,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Other,3.2450799,6.6266305,GT Bank,Permanent,Graduate,36.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,28.0,0.0,0.0,-3.0,0
10,40000.0,48000.0,60,0,8000.0,0.2,0,7,2017,Other,3.6083256,6.4817141,GT Bank,Self-Employed,Graduate,29.0,9.0,24444.444444444445,220000.0,29605.555555555555,43.333333333333336,9.0,0.21,31.22222222222222,3.0,0.3333333333333333,-0.4444444444444444,0
8,30000.0,34500.0,30,0,4500.0,0.15,0,7,2017,Savings,7.4386425,9.0622105,GT Bank,,,31.0,7.0,17142.85714285714,120000.0,19557.14285714286,19.285714285714285,7.0,0.15285714285714286,11.857142857142858,0.0,0.0,-8.0,1
5,20000.0,22250.0,15,0,2250.0,0.1125,1,7,2017,Savings,7.3928096,9.1249753,Zenith Bank,Permanent,,34.0,4.0,12500.0,50000.0,15125.0,22.5,4.0,0.20625,17.0,0.0,0.0,-5.5,0
3,10000.0,13000.0,30,0,3000.0,0.3,1,7,2017,Savings,3.3658067,6.5536744,Access Bank,Permanent,,30.0,2.0,10000.0,20000.0,13000.0,30.0,2.0,0.3,29.5,1.0,0.5,-0.5,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,4.5641452,8.4678303,GT Bank,Permanent,,29.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,29.0,0.0,0.0,0.0,0
12,20000.0,23000.0,30,0,3000.0,0.15,0,7,2017,,,,,,,,11.0,16000.0,176000.0,19459.090909090908,30.0,11.0,0.22954545454545452,30.363636363636363,4.0,0.36363636363636365,0.45454545454545453,0
2,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,Savings,7.4917332,9.0522089,Access Bank,Permanent,,34.0,1.0,10000.0,10000.0,11500.0,15.0,1.0,0.15,10.0,0.0,0.0,-6.0,0
2,10000.0,13000.0,30,0,3000.0,0.3,1,7,2017,Savings,7.4185624,8.9964779,UBA,,,27.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,26.0,0.0,0.0,-3.0,0
2,10000.0,11500.0,15,0,1500.0,0.15,1,7,2017,Savings,3.2642226,6.6165615,UBA,,,34.0,1.0,10000.0,10000.0,11500.0,15.0,1.0,0.15,14.0,0.0,0.0,-1.0,0
3,10000.0,11500.0,15,0,1500.0,0.15,1,7,2017,Savings,3.5516978,6.4491934,GT Bank,Permanent,,38.0,2.0,10000.0,20000.0,11500.0,15.0,2.0,0.15,12.5,0.0,0.0,-3.0,0
5,30000.0,34500.0,30,0,4500.0,0.15,0,7,2017,Savings,5.1631291,7.6615534,Wema Bank,Student,,25.0,4.0,16250.0,65000.0,20843.75,37.5,4.0,0.28125,21.5,0.0,0.0,-16.5,0
8,30000.0,34500.0,30,0,4500.0,0.15,0,7,2017,Other,3.7149345,6.475447,UBA,Self-Employed,,51.0,7.0,18571.428571428572,130000.0,22389.285714285714,32.142857142857146,7.0,0.2095238095238095,22.142857142857142,1.0,0.14285714285714285,-7.142857142857143,0
17,40000.0,44000.0,30,0,4000.0,0.1,0,7,2017,Other,3.3680517,6.5974433,UBA,Permanent,,29.0,16.0,28437.5,455000.0,32304.6875,30.0,16.0,0.14291666666666666,17.4375,1.0,0.0625,-8.9375,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,7.0123075,4.7530532,GT Bank,Permanent,,27.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,30.0,0.0,0.0,0.0,1
9,20000.0,24500.0,30,0,4500.0,0.225,0,7,2017,Other,3.4017392,6.5300539,GT Bank,Self-Employed,Graduate,47.0,8.0,15000.0,120000.0,18375.0,28.125,8.0,0.23375,32.75,5.0,0.625,4.125,1
8,15000.0,17250.0,30,0,2250.0,0.15,0,7,2017,Other,5.2526915,7.7112243,UBA,Student,,23.0,7.0,14285.714285714286,100000.0,16158.92857142857,17.142857142857142,7.0,0.1338095238095238,20.428571428571427,1.0,0.14285714285714285,2.7142857142857144,1
2,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,Savings,7.354416,8.9625008,First Bank,,,30.0,1.0,10000.0,10000.0,11500.0,15.0,1.0,0.15,6.0,0.0,0.0,-11.0,1
4,20000.0,24500.0,30,0,4500.0,0.225,0,7,2017,,,,,,,,3.0,10000.0,30000.0,13000.0,30.0,3.0,0.3,29.0,0.0,0.0,-1.3333333333333333,1
12,40000.0,44000.0,30,0,4000.0,0.1,0,7,2017,Other,3.9055086,7.4347464,GT Bank,Permanent,Post-Graduate,42.0,11.0,23636.363636363636,260000.0,27168.18181818182,28.636363636363637,11.0,0.15143939393939393,27.636363636363637,2.0,0.18181818181818182,-0.45454545454545453,0
14,25000.0,27500.0,30,0,2500.0,0.1,0,7,2017,,,,,,,,12.0,18750.0,225000.0,21742.708333333332,26.25,13.0,0.1725,19.333333333333332,0.0,0.0,-4.75,0
4,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,,,,,,,,3.0,10000.0,30000.0,13000.0,30.0,3.0,0.3,29.333333333333332,0.0,0.0,-2.3333333333333335,1
12,40000.0,48000.0,60,0,8000.0,0.2,0,7,2017,Other,3.3470922,6.5940191,GT Bank,Permanent,,26.0,11.0,25454.545454545456,280000.0,30772.727272727272,43.63636363636363,11.0,0.22681818181818184,36.72727272727273,5.0,0.45454545454545453,0.45454545454545453,0
15,50000.0,52500.0,30,0,2500.0,0.05,0,7,2017,Savings,7.3755687,9.1512519,Zenith Bank,Permanent,,32.0,14.0,29285.714285714286,410000.0,33096.42857142857,30.0,14.0,0.16976190476190475,27.285714285714285,1.0,0.07142857142857142,-3.142857142857143,0
11,30000.0,34500.0,30,0,4500.0,0.15,0,7,2017,Other,3.1839732,6.4763655,UBA,Permanent,,41.0,10.0,17000.0,170000.0,19210.0,19.5,10.0,0.13316666666666666,24.0,3.0,0.3,4.3,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,6.7086242,6.2140277,GT Bank,Permanent,,34.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,22.0,0.0,0.0,-8.0,0
6,20000.0,24500.0,30,0,4500.0,0.225,0,7,2017,,,,,,,,5.0,14000.0,70000.0,17600.0,30.0,5.0,0.26999999999999996,26.0,0.0,0.0,-4.6,0
3,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,Savings,7.6149762,13.0015512,First Bank,Permanent,,38.0,2.0,10000.0,20000.0,11500.0,15.0,2.0,0.15,11.5,0.0,0.0,-3.5,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,11.3448923,8.9465271,First Bank,,,52.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,28.0,0.0,0.0,-3.0,0
7,30000.0,34500.0,30,0,4500.0,0.15,0,7,2017,Savings,3.8714162,7.3578041,First Bank,,,36.0,6.0,15000.0,90000.0,16875.0,15.0,6.0,0.13125,8.333333333333334,0.0,0.0,-6.333333333333333,1
5,20000.0,22250.0,15,0,2250.0,0.1125,0,7,2017,,,,,,,,4.0,12500.0,50000.0,14187.5,15.0,4.0,0.140625,11.0,0.0,0.0,-4.75,1
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,31.0,1.0,1.0,2.0,1
2,10000.0,13000.0,30,0,3000.0,0.3,1,7,2017,Savings,3.3831772,6.5277565,Zenith Bank,Unemployed,,34.0,1.0,10000.0,10000.0,11500.0,15.0,1.0,0.15,25.0,1.0,1.0,7.0,0
5,20000.0,24500.0,30,0,4500.0,0.225,0,7,2017,Savings,3.3257981,6.5170413,GT Bank,Permanent,,30.0,4.0,12500.0,50000.0,14750.0,18.75,4.0,0.16875,16.75,0.0,0.0,-1.75,0
4,10000.0,12250.0,30,0,2250.0,0.225,0,7,2017,Savings,7.0662036,8.9579543,GT Bank,Permanent,,29.0,3.0,10000.0,30000.0,12500.0,25.0,3.0,0.25,25.666666666666668,1.0,0.3333333333333333,-0.6666666666666666,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,3.2249002,6.6882233,Zenith Bank,Permanent,,41.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,18.0,0.0,0.0,-12.0,1
